Beat number,IBI (s)
213,1.344099998474121
214,1.2907999753952026
215,1.3105000257492063
216,1.3276000022888184
217,1.30239999294281
218,1.3102999925613403
219,1.2999999523162842
220,1.3135000467300415
221,1.3667999505996704
222,1.37909996509552
223,1.357699990272522
224,1.3396999835968018
225,1.3480000495910645
226,1.3394999504089355
227,1.3545000553131104
228,1.3834999799728394
229,1.3768999576568604
230,1.3712999820709229
231,1.3451999425888062
232,1.3285000324249268
233,1.3977999687194824
234,1.3614000082015991
235,1.3516000509262085
236,1.321300029754639
237,1.3285000324249268
238,1.3882999420166016
239,1.366000056266785
240,1.3352999687194824
241,1.3352999687194824
242,1.317399978637695
243,1.3216999769210815
244,1.3114999532699585
245,1.3042999505996704
246,1.2920000553131104
247,1.2746000289916992
248,1.2687000036239624
249,1.3033000230789185
250,1.2760000228881836
251,1.2711999416351318
252,1.2906999588012695
253,1.2736999988555908
254,1.26610004901886
255,1.2700999975204468
256,1.260800004005432
257,1.2206000089645386
258,1.2405999898910522
259,1.1820000410079956
260,1.2580000162124634
261,1.1627999544143677
262,1.2618999481201172
263,1.0779999494552612
264,1.2716000080108645
265,1.1583000421524048
266,1.2515000104904177
267,1.1129000186920166
268,1.1670000553131104
269,1.1621999740600586
270,1.1634000539779663
271,1.1567000150680542
272,1.2089999914169312
273,1.0095000267028809
274,1.2192000150680542
275,1.111199975013733
276,1.1333999633789062
277,1.2187000513076782
278,1.0683000087738037
279,1.2782000303268433
280,1.1520999670028689
281,1.0809999704360962
282,1.2359000444412231
283,1.0712000131607056
284,1.186400055885315
285,1.0528000593185425
286,1.073699951171875
287,1.1410000324249268
288,0.9639800190925598
289,1.0374000072479248
290,0.9534000158309937
291,1.0514999628067017
292,1.101699948310852
293,0.978950023651123
294,1.1168999671936035
295,0.8801199793815613
296,1.135800004005432
297,0.926010012626648
298,1.3558000326156616
299,0.7645400166511536
300,1.424399971961975
301,0.6770399808883667
302,1.4616999626159668
303,0.6504999995231628
304,1.4779000282287598
305,0.6383500099182129
306,1.486799955368042
307,0.598770022392273
308,1.4586000442504885
309,0.6281800270080566
310,1.496899962425232
311,0.6164000034332275
312,1.507200002670288
313,0.6019600033760071
314,1.5615999698638916
315,0.6225299835205078
316,1.5604000091552734
317,0.5709199905395508
318,1.5255999565124512
319,0.5795400142669678
320,1.532099962234497
321,0.5743200182914734
322,1.510200023651123
323,0.5713499784469604
324,1.5467000007629397
325,0.5627599954605103
326,1.5013999938964844
327,0.5462599992752075
328,1.5062999725341797
329,0.5425999760627747
330,1.509600043296814
331,0.5476599931716919
332,1.5286999940872192
333,0.5569800138473511
334,1.4809999465942385
