,Time,accx,accy
67,4.893,-0.18380549840460136,0.9829626334486149
68,4.931,-0.25975551498896876,0.9656744132640233
69,4.969,-0.3589386119976003,0.9333611695465138
70,5.007,-0.47424833011446366,0.8803911184147889
71,5.045,-0.5927573340787815,0.805381116550305
72,5.083,-0.7002457938996167,0.7139018336759584
73,5.121,-0.7873661882096701,0.6164855924222191
74,5.159,-0.8521449814619431,0.5233057715802729
75,5.197,-0.8977307720508851,0.44054450503090137
76,5.234,-0.928935677128426,0.37024114811559344
77,5.273,-0.9501335794339185,0.3118431997528405
78,5.311,-0.9646056155516007,0.263696807804564
79,5.349,-0.9746055936152367,0.2239284191296229
80,5.387,-0.9816230983908071,0.19083000997126195
81,5.425,-0.9866273231853843,0.16299240824051678
82,5.463,-0.9902466431731566,0.13932546674709195
83,5.501,-0.9928909079516874,0.11902791650228024
84,5.54,-0.9949200475614746,0.10066826193132183
85,5.578,-0.9963193418280537,0.08571912913296552
86,5.616,-0.9973392308723624,0.07290033307828232
87,5.653,-0.9980436788247731,0.06252051789543506
88,5.691,-0.9985791541608451,0.053288581097749435
89,5.729,-0.998957602049577,0.04564766486206082
90,5.766,-0.9992231609471302,0.03940906782487815
91,5.804,-0.9994033946608976,0.03453772922869241
92,5.842,-0.9995379274350956,0.030396243497405648
93,5.88,-0.9996360216455737,0.02697821766926053
94,5.918,-0.9997115972701099,0.024015042861622003
95,5.956,-0.9997745748488298,0.021232039135270234
96,5.994,-0.9998313832176483,0.018363146056274572
97,6.031,-0.9998849745664619,0.015166991666970046
98,6.07,-0.9999345495213318,0.011441008415841893
99,6.108,-0.9999752840937092,0.007030732657832099
100,6.146,-0.9999982867166987,0.0018510979626759382
101,6.183,-0.999992415210219,-0.0038948070597920395
102,6.221,-0.999945951897249,-0.010396792019877957
103,6.259,-0.9998493322001346,-0.01735836682827277
104,6.297,-0.999696951126645,-0.024617187249766748
105,6.335,-0.9994838717493068,-0.032124602923854065
106,6.373,-0.9991987267656849,-0.040023798293444574
107,6.412,-0.9987744309417542,-0.049493798570882125
108,6.45,-0.998234609718505,-0.0593941407896767
109,6.488,-0.9974944651886123,-0.07074455398180404
110,6.526,-0.9964993404558207,-0.08360062482490443
111,6.563,-0.9952149027483248,-0.09771027247757823
112,6.602,-0.9936441760336624,-0.11256665329654261
113,6.64,-0.9918326299718944,-0.12754620387543977
114,6.678,-0.9898560767947127,-0.14207373871542806
115,6.716,-0.9877971206869464,-0.1557461022387981
116,6.754,-0.9857222992012032,-0.16837918178175632
117,6.792,-0.9836689392993373,-0.17998727137694154
118,6.83,-0.9816441166884412,-0.190721860757937
119,6.868,-0.9796340439049276,-0.200791284727396
120,6.906,-0.977617732302918,-0.21038909070315426
121,6.944,-0.9755795181019394,-0.2196465430185223
122,6.982,-0.9735154763434648,-0.22862112177083904
123,7.02,-0.9714319450445461,-0.23731830133171314
124,7.058,-0.9693409777612476,-0.24571949217119213
125,7.096,-0.9672554603326089,-0.25380479596877786
126,7.134,-0.9651855226610536,-0.2615662570851006
127,7.172,-0.9631365408381046,-0.2690130177192359
128,7.21,-0.9611091322513067,-0.27616885397006713
129,7.248,-0.9591010433063164,-0.2830639304622464
130,7.286,-0.9571098049044893,-0.2897254240754347
131,7.324,-0.9551360221659697,-0.29616748498268347
132,7.362,-0.9531854370230964,-0.30238637973144344
133,7.4,-0.9512626125301075,-0.3083819741852538
134,7.438,-0.9493584558610842,-0.3141950386066873
135,7.476,-0.9474518779232057,-0.31989832606594076
136,7.514,-0.9455189601814397,-0.32556703754742916
137,7.552,-0.943543557683045,-0.3312484788717112
138,7.59,-0.9415267992474281,-0.33693810455170115
139,7.628,-0.9394917250902802,-0.3425715961472716
140,7.666,-0.9374789439200104,-0.34804199417113724
141,7.704,-0.9355363703504197,-0.3532303777304021
142,7.742,-0.9337078432349744,-0.3580358410571383
143,7.78,-0.932024225314228,-0.3623959760088587
144,7.817,-0.9302455991665854,-0.3669374949922673
145,7.854,-0.9286012764070585,-0.37107906092257725
146,7.892,-0.9273396531824342,-0.3742207472007432
147,7.93,-0.9261858021130669,-0.3770674475000127
148,7.967,-0.9251076648917395,-0.37970489641108546
149,8.005,-0.9237820615750226,-0.38291866331141544
150,8.043,-0.922769224969909,-0.38535302963442963
151,8.081,-0.9217733500000902,-0.3877291467372698
152,8.119,-0.9207954394805455,-0.3900458417055987
153,8.157,-0.919846165213157,-0.39227927850276456
154,8.195,-0.9189419069585038,-0.39439291529573484
155,8.233,-0.9180991772224046,-0.3963507295105481
156,8.271,-0.9190049234726994,-0.3942460534145372
157,8.309,-0.9166431205223475,-0.39970662941594187
158,8.347,-0.9160370656243273,-0.4010936229889127
159,8.385,-0.9155081609388115,-0.40229940001749354
160,8.424,-0.9150479496856682,-0.40334507530903974
161,8.462,-0.9149648588344992,-0.4035335266095805
162,8.5,-0.91461112914781,-0.4043346169189181
163,8.538,-0.914293237107259,-0.4050529305904717
164,8.576,-0.9140031129086621,-0.4057071722231139
165,8.614,-0.9137349851300689,-0.40631069017360727
166,8.651,-0.9131582621580077,-0.4076051867341331
167,8.689,-0.9129248028316864,-0.4081278039716561
168,8.727,-0.9126939631994465,-0.4086437685066145
169,8.765,-0.91243476103927,-0.4092221974028418
170,8.803,-0.9121191650976586,-0.4099251500719981
171,8.841,-0.911742333700358,-0.4107626041141345
172,8.879,-0.9113324424904197,-0.4116712028602995
173,8.918,-0.910945488171648,-0.4125267477142759
174,8.956,-0.9109214796433868,-0.4125797594699755
175,8.994,-0.9108206343597868,-0.4128023401392433
176,9.032,-0.9110240169117019,-0.4123532958641985
177,9.07,-0.9130298472733624,-0.407892753046656
178,9.108,-0.9131985636597924,-0.40751488724915585
179,9.146,-0.91639079297857,-0.40028479179717497
180,9.184,-0.9243472203219397,-0.3815523768542183
181,9.222,-0.959158175411386,-0.2828702786464157
182,9.26,0.8172559326776953,0.5762748827626538
183,9.298,0.8753558767991493,0.4834791504844781
184,9.336,0.885333441379633,0.46495666203948066
185,9.374,0.8892401371408002,0.4574406830374958
186,9.412,0.8912132827018556,0.45358448467268164
187,9.45,0.8923352475302005,0.45137324468250845
188,9.488,0.893009706609615,0.4500374027800461
189,9.526,0.8934183507426732,0.44922561208844924
190,9.564,0.8936530727405013,0.44875849360369785
191,9.602,0.893764246335901,0.4485370352285514
192,9.64,0.8937814217026896,0.44850280960002775
193,9.678,0.8937231354011189,0.44861894437127076
194,9.716,0.8935762156071908,0.4489115134423834
195,9.755,0.893426934725062,0.4492085398874112
196,9.793,0.8932190095783795,0.44962184213827827
197,9.831,0.892952039272472,0.45015181390185854
198,9.869,0.8926489310978524,0.45075257715276745
199,9.907,0.8923129242724702,0.45141737358714146
200,9.945,0.8919463081601704,0.45214133117803146
201,9.983,0.8915505017696191,0.4529212986759843
202,10.021,0.8911261904108306,0.4537555649949431
203,10.059,0.8906735323480824,0.4546434413632176
204,10.096,0.8901925304400373,0.455584524263899
205,10.135,0.8896834676422302,0.45657784375076366
206,10.173,0.8891472454933167,0.45762121435926434
207,10.211,0.8885855769802194,0.45871088103807894
208,10.25,0.8879966739326071,0.4598498745075689
209,10.288,0.8873933504937158,0.46101306000973236
210,10.327,0.8867747104267074,0.4622019179402323
211,10.365,0.8861432168493835,0.4634114793915085
212,10.403,0.8855074094048202,0.46462525532859705
213,10.441,0.8848680576385891,0.465841733393339
214,10.479,0.8842286164222716,0.46705433720280937
215,10.517,0.8835925122075002,0.46825663088827546
216,10.556,0.8829634215158912,0.4694417922010678
217,10.594,0.8823563946916487,0.4705817598959352
218,10.632,0.881756673609759,0.4717045352173891
219,10.67,0.8811769192746585,0.47278667170048505
220,10.708,0.8806211610930619,0.47382103228445605
221,10.746,0.880093024905284,0.4748012926615378
222,10.784,0.8795956592968025,0.47572205766205905
223,10.822,0.8791317992404427,0.4765787233650512
224,10.86,0.8787038283101178,0.47736734504272804
225,10.898,0.8783135730885328,0.4780850001081967
226,10.936,0.877962162415633,0.47873002973123124
227,10.975,0.8776783643043762,0.47925013180174986
228,11.013,0.8774050053644358,0.47975041069438845
229,11.052,0.8771959997243437,0.48013245887734873
230,11.09,0.8769943736306107,0.4805006437251178
231,11.128,0.8768253883097973,0.4808089416965674
232,11.166,0.8766862362453531,0.48106261877011064
233,11.205,0.8765948821933678,0.4812290644925718
234,11.243,0.8765028934021076,0.48139659103252264
235,11.282,0.8764290644913806,0.48153099060679705
236,11.318,0.8763541824646809,0.48166725742639044
237,11.356,0.8763056443264894,0.4817555580598281
238,11.395,0.8762616168480711,0.4818356346709989
239,11.432,0.8762241417437491,0.48190378025642255
240,11.47,0.8761653826091778,0.48201060394696005
241,11.508,0.8761006684807429,0.48212821809928863
242,11.546,0.8760158209879205,0.48228236685458403
243,11.584,0.8759037145614423,0.48248594053865185
244,11.622,0.8757572527203817,0.4827517315428807
245,11.66,0.8755697502885453,0.48309172253274474
246,11.698,0.8753352421266708,0.4835165083955692
247,11.736,0.8750486632791794,0.4840349542061205
248,11.774,0.8747057375384529,0.48465438481180695
249,11.812,0.8743028799413096,0.48538075170564
250,11.85,0.8738367089171779,0.4862195040810222
251,11.888,0.8733035440394531,0.48717647723194835
252,11.926,0.8727002202128803,0.48825641382412016
253,11.963,0.8720258748213948,0.4894597773484364
254,12.0,0.871294121625672,0.49076119816113073
255,12.038,0.8704960644009935,0.49217537713947185
256,12.076,0.8696295767201264,0.49370476936482377
257,12.114,0.8687137284911693,0.4953145040587555
258,12.151,0.8677568514183134,0.4969889805786192
259,12.189,0.8667557063250281,0.4987329401122425
260,12.227,0.8657148747350124,0.5005374667919894
261,12.264,0.864686054649302,0.5023126784135795
262,12.302,0.863465961867136,0.5044071100776253
263,12.34,0.8622339089988169,0.5065103021386829
264,12.378,0.8608843315061715,0.5088007151795013
265,12.415,0.8593114609978126,0.5114526498101314
266,12.453,0.8574933529977842,0.5144950432847895
267,12.491,0.8551940812657642,0.5183079040184564
268,12.529,0.8519746737562147,0.5235829975065954
269,12.567,0.846694366141448,0.5320795526463421
270,12.605,0.8352968606621691,0.549799194768349
271,12.643,0.7860666813299015,0.6181417090789094
272,12.681,-0.9584423114661841,-0.2852864097558068
273,12.719,-0.894101838794678,-0.44786370902761874
274,12.757,-0.8814448771311347,-0.47228691341098866
275,12.795,-0.8761282652495428,-0.4820780671538861
