Time,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
5.1000000000000005,0.01471471565826234,0.0021959568918803636,0.027233474424644317,0.4296694409785909,0.42000287258549257,0.4393360093716892,0.09294334673561208,0.06427371301836544,0.12161298045285872,0.014686548081136492,0.0007331209265442114,0.028639975235728775
5.11,0.014715642178805792,0.002195958599735086,0.0272353257578765,0.429540002645162,0.4199063834044319,0.4391736218858921,0.09294378641364678,0.06427251629221131,0.12161505653508226,0.014688360543775245,0.0007334141400469965,0.028643306947503493
5.12,0.014716574355174183,0.002195960070092734,0.027237188640255632,0.4294123108274217,0.41981081160531825,0.43901381004952517,0.09294425970612742,0.06427133227850748,0.12161718713374736,0.01469018102250695,0.0007337070652022742,0.028646654979811625
5.13,0.014717512173552025,0.0021959613036225453,0.027239063043481504,0.429288753877729,0.4197188433435121,0.43885866441194593,0.09294478108352018,0.06427017349543321,0.12161938867160715,0.01469200949789198,0.0007339997046208694,0.028650019291163092
5.14,0.014718455620284381,0.002195962300982403,0.02724094893958636,0.42914230857802566,0.41961543539863366,0.43866918175741765,0.09294534401887587,0.06426903461711003,0.12162165342064171,0.01469384595073171,0.0007342920608986152,0.0286533998405648
5.15,0.014719404681875561,0.002195963062818905,0.027242846300932218,0.42899632819725425,0.4195122303955221,0.4384804259989864,0.09294594031781664,0.06426790889648931,0.12162397173914397,0.014695690362066393,0.0007345841366163206,0.028656796587516464
5.16,0.014720359344987837,0.0021959635897675685,0.027244755100208108,0.4288523573422961,0.4194100210131866,0.4382946936714056,0.09294656992750477,0.06426679649964481,0.12162634335536474,0.014697542713173216,0.0007348759343400822,0.02866020949200635
5.17,0.014721319596440035,0.0021959638824527797,0.02724667531042729,0.4287103651486626,0.4193087961721011,0.43811193412522415,0.0929472327973383,0.06426569759051118,0.12162876800416542,0.014699402985564197,0.0007351674566213398,0.028663638514507053
5.18,0.014722285423206402,0.0021959639414881067,0.0272486069049247,0.42856085194365284,0.4192037493038103,0.43791795458349536,0.09294792887890552,0.06426461233092874,0.12163124542688229,0.014701271160984339,0.0007354587059970764,0.028667083615971603
5.19,0.014723256812415151,0.0021959637674761733,0.02725054985735413,0.42839794204289183,0.4190918890202725,0.43770399506551116,0.09294865812594093,0.06426354088068759,0.12163377537119427,0.014703147221409547,0.0007357496849899146,0.02867054475782918
5.2,0.014724233751347418,0.002195963361009006,0.02725250414168583,0.4282372474899166,0.4189811165549199,0.4374933784249133,0.09294942049428222,0.0642624833975708,0.12163635759099363,0.014705031149044841,0.0007360403961083374,0.028674021901981345
5.21,0.014725216227435849,0.0021959627226679213,0.027254469732203777,0.428078733719668,0.41887141787443716,0.4372860495648988,0.09295021594182883,0.06426144003739703,0.12163899184626062,0.014706922926322316,0.0007363308418467263,0.028677515010797905
5.22,0.014726204228263476,0.002195961853023799,0.027256446603503154,0.4279223669399041,0.4187627792971265,0.4370819545826817,0.09295104442850068,0.0642604109540614,0.12164167790293995,0.014708822535899413,0.0007366210246856544,0.028681024047113174
5.23,0.014727197741562446,0.0021959607526370415,0.02725843473048785,0.4277681141088233,0.41865518748357405,0.4368810407340726,0.09295190591619855,0.06425939629957622,0.12164441553282088,0.014710729960656938,0.0007369109470919035,0.02868454897422197
5.24,0.014728196755212863,0.002195959422057754,0.027260434088367973,0.427615942913482,0.41854862942754417,0.4366832563994198,0.09295280036876528,0.06425839622411045,0.12164720451342012,0.01471264518369727,0.0007372006115186295,0.02868808975587591
5.25,0.014729201257241592,0.002195957861825833,0.02726244465265735,0.4274658217489789,0.4184430924470992,0.4364885510508586,0.0929537277519478,0.06425741087602835,0.12165004462786724,0.014714568188342578,0.0007374900204055491,0.028691646356279608
5.26,0.014730211235821111,0.0021959560724710177,0.027264466399171204,0.4273177196983683,0.4183385641759302,0.4362968752208064,0.09295468803336027,0.06425644040192745,0.12165293566479309,0.01471649895813301,0.0007377791761790532,0.028695218740086965
5.2700000000000005,0.01473122667926835,0.002195954054513092,0.027266499304023608,0.4271716065132711,0.4182350325548929,0.43610818047164923,0.09295568118244804,0.06425548494667556,0.12165587741822052,0.014718437476824919,0.0007380680812522945,0.028698806872397543
5.28,0.014732247576043515,0.0021959518084617956,0.027268543343625235,0.42702745259516084,0.41813248582374735,0.43592241936657433,0.09295670717045267,0.06425454465344721,0.12165886968745812,0.01472038372838911,0.0007383567380254107,0.02870241071875281
